Long_form,A_ions,B_ions,C_ions,A_ion_coefficient,B_ion_coefficient,C_ion_coefficient
FA0.6MA0.4PbBr1.2I1.8,FA; MA,Pb,Br; I,0.6; 0.4,1,1.2; 1.8
FA0.4MA0.6PbBr1.8I1.2,FA; MA,Pb,Br; I,0.4; 0.6,1,1.8; 1.2
FA0.2MA0.8PbBr2.4I0.6,FA; MA,Pb,Br; I,0.2; 0.8,1,2.4; 0.6
Cs0.05FA0.83MA0.17PbI3,Cs; FA; MA,Pb,I,0.05; 0.83; 0.17,1,3
MAPbBr0.03I2.7,MA,Pb,Br; I,1,1,0.03; 2.7
MAPbBr0.06I2.24,MA,Pb,Br; I,1,1,0.06; 2.24
MAPbBr0.09I2.1,MA,Pb,Br; I,1,1,0.09; 2.1
Cs0.05FA0.93GU0.02PbI3,Cs; FA; GU,Pb,I,0.05; 0.93; 0.02,1,3
(5-AVAI)0.02Cs0.05FA0.93PbI3,(5-AVAI); Cs; FA,Pb,I,0.02; 0.05; 0.93,1,3
Cs0.05FA0.93GA0.02PbI3,Cs; FA; GA,Pb,I,0.05; 0.93; 0.02,1,3
Cs0.06FA0.87MA0.07PbBr0.12I2.88,Cs; FA; MA,Pb,Br; I,0.06; 0.87; 0.07,1,0.12; 2.88
Cs0.06FA0.58MA0.36PbBr0.12I2.88,Cs; FA; MA,Pb,Br; I,0.06; 0.58; 0.36,1,0.12; 2.88
Cs0.05FA0.79MA0.16PbBr0.6I2.4,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.6; 2.4
Cs0.05FA0.07MA0.25PbI3,Cs; FA; MA,Pb,I,0.05; 0.07; 0.25,1,3
Cs0.17FA0.83Pb0.99999Sn0.00001I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.99999; 0.00001,3
Cs0.17FA0.83Pb0.9999Sn0.0001I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.9999; 0.0001,3
Cs0.17FA0.83Pb0.999Sn0.001I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.999; 0.001,3
Cs0.17FA0.83Pb0.995Sn0.005I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.995; 0.005,3
Cs0.17FA0.83Pb0.99Sn0.01I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.99; 0.01,3
Cs0.17FA0.83Pb0.98Sn0.02I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.98; 0.02,3
Cs0.17FA0.83Pb0.95Sn0.05I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.95; 0.05,3
Cs0.17FA0.83Pb0.9Sn0.1I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.9; 0.1,3
Cs0.17FA0.83Pb0.8Sn0.2I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.8; 0.2,3
Cs0.17FA0.83Pb0.7Sn0.3I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.7; 0.3,3
Cs0.17FA0.83Pb0.6Sn0.4I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.6; 0.4,3
Cs0.17FA0.83Pb0.5Sn0.5I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.5; 0.5,3
Cs0.17FA0.83Pb0.4Sn0.6I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.4; 0.6,3
Cs0.17FA0.83Pb0.3Sn0.7I3,Cs; FA,Pb; Sn,I,0.17; 0.83,0.3; 0.7,3
CsLa0.01Pb0.99BrI2,Cs,La; Pb,Br; I,1,0.01; 0.99,1; 2
CsLa0.02Pb0.98BrI2,Cs,La; Pb,Br; I,1,0.02; 0.98,1; 2
CsLa0.03Pb0.97BrI2,Cs,La; Pb,Br; I,1,0.03; 0.97,1; 2
Cs0.05FA0.83MA0.17PbBr0.36I2.64,Cs; FA; MA,Pb,Br; I,0.05; 0.83; 0.17,1,0.36; 2.64
Cs0.05FA0.16MA0.79PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.16; 0.79,1,0.51; 2.49
CsPbBr,Cs,Pb,Br,1,1,1
Ag3Bi2I9,Ag,Bi,I,3,2,9
Cs3Bi2I9,Cs,Bi,I,3,2,9
AgBiI4,Ag,Bi,I,1,1,4
Ag2BiI5,Ag,Bi,I,2,1,5
Ag3BiI6,Ag,Bi,I,3,1,6
AgBi2I7,Ag,Bi,I,1,2,7
Ag0.152Bi3I9.5,Ag,Bi,I,0.15; 2,3,9.5
Ag0.153Bi3I10.5,Ag,Bi,I,0.15; 3,3,10.5
Ag0.15Bi4I11.5,Ag,Bi,I,0.15; 1,4,11.5
Cs0.02FA0.98PbBr3,Cs; FA,Pb,Br,0.02; 0.98,1,3
Cs0.04FA0.96PbBr3,Cs; FA,Pb,Br,0.04; 0.96,1,3
Cs0.06FA0.94PbBr3,Cs; FA,Pb,Br,0.06; 0.94,1,3
Cs0.08FA0.92PbBr3,Cs; FA,Pb,Br,0.08; 0.92,1,3
Cs0.08FA0.09PbBr3,Cs; FA,Pb,Br,0.08; 0.09,1,3
Cs0.05FA0.81MA14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 14,1,0.45; 2.55
FA0.85MA0.15PbBr0.03I2.97,FA; MA,Pb,Br; I,0.85; 0.15,1,0.03; 2.97
Cs0.05FA0.79MA0.16PbBr1.2I1.8,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,1.2; 1.8
Cs0.05FA0.79MA0.16PbBr0.75I2.25,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.75; 2.25
Cs0.05FA0.79MA0.17PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.17,1,0.51; 2.49
Cs0.8FA0.69MA0.23PbBr0.9I2.1,Cs; FA; MA,Pb,Br; I,0.8; 0.69; 0.23,1,0.9; 2.1
Cs0.1FA0.78MA0.13PbI3,Cs; FA; MA,Pb,I,0.1; 0.78; 0.13,1,3
Cs0.05MAPbBr0.45I2.55,Cs; MA,Pb,Br; I,0.05; 1,1,0.45; 2.55
Cs0.1MAPbBr0.45I2.55,Cs; MA,Pb,Br; I,0.1; 1,1,0.45; 2.55
Cs0.88FA0.12PbI3,Cs; FA,Pb,I,0.88; 0.12,1,3
CsPbBrF1.88I0.12,Cs,Pb,Br; F; I,1,1,1; 1.88; 0.12
CsPbBrF1.78I0.22,Cs,Pb,Br; F; I,1,1,1; 1.78; 0.22
CsPbBrF1.72I0.28,Cs,Pb,Br; F; I,1,1,1; 1.72; 0.28
CsPbBrF0.12I1.88,Cs,Pb,Br; F; I,1,1,1; 0.12; 1.88
CsPbBrF0.22I1.78,Cs,Pb,Br; F; I,1,1,1; 0.22; 1.78
CsPbBrF0.28I1.72,Cs,Pb,Br; F; I,1,1,1; 0.28; 1.72
MASnF0.4I2.6,MA,Sn,F; I,1,1,0.4; 2.6
(PEA)2Cs9Pb10I34,(PEA); Cs,Pb,I,2; 9,10,34
(PEA)2Cs39Pb40I121,(PEA); Cs,Pb,I,2; 39,40,121
(PEA)2Cs59Pb60I181,(PEA); Cs,Pb,I,2; 59,60,181
(PEA)2Cs79Pb80I241,(PEA); Cs,Pb,I,2; 79,80,241
(PEA)2Cs99Pb100I301,(PEA); Cs,Pb,I,2; 99,100,301
(PEA)2Cs59Pb60Br120.67I60.33,(PEA); Cs,Pb,Br; I,2; 59,60,120.67; 60.33
(PEA)2Cs59Pb60Br60.33I120.67,(PEA); Cs,Pb,Br; I,2; 59,60,60.33; 120.67
(PEA)2Cs59Pb60Br181,(PEA); Cs,Pb,Br,2; 59,60,181
(PEA)2Cs9Pb10Br10.33I20.67,(PEA); Cs,Pb,Br; I,2; 9,10,10.33; 20.67
(PEA)2Cs39Pb40Br40.33I80.67,(PEA); Cs,Pb,Br; I,2; 39,40,40.33; 80.67
Cs0.03FA0.77MA0.2PbBr0.46I2.54,Cs; FA; MA,Pb,Br; I,0.03; 0.77; 0.2,1,0.46; 2.54
MAPb0.97Sb0.03Br2.94I0.09,MA,Pb; Sb,Br; I,1,0.97; 0.03,2.94; 0.09
FA0.3MA0.7PbBr0.225I2.775,FA; MA,Pb,Br; I,0.3; 0.7,1,0.225; 2.775
MA3PbI3,MA,Pb,I,3,1,3
(PEA)2Cs9Pb10I31,(PEA); Cs,Pb,I,2; 9,10,31
(PEA)2Cs7Pb8I25,(PEA); Cs,Pb,I,2; 7,8,25
(PEA)2Cs3Pb4I13,(PEA); Cs,Pb,I,2; 3,4,13
(PEA)2CsPb2I7,(PEA); Cs,Pb,I,2; 1,2,7
(PEA)2Pb2I4,(PEA),Pb,I,2,2,4
FA0.8MA0.2PbBr0.6I2.40,FA; MA,Pb,Br; I,0.8; 0.2,1,0.6; 2.40
FA0.93MA0.07PbBr0.21I2.79,FA; MA,Pb,Br; I,0.93; 0.07,1,0.21; 2.79
Cs0.15FA0.8GA0.05PbBr0.45I2.55,Cs; FA; GA,Pb,Br; I,0.15; 0.8; 0.05,1,0.45; 2.55
FA0.54MA0.46PbI3,FA; MA,Pb,I,0.54; 0.46,1,3
Cs0.05FA0.747K0.05MA0.153PbBr0.51I2.49,Cs; FA; K; MA,Pb,Br; I,0.05; 0.747; 0.05; 0.153,1,0.51; 2.49
EA0.5MA0.5PbBr3,EA; MA,Pb,Br,0.5; 0.5,1,3
GAMA4Pb4I13,GA; MA,Pb,I,1; 4,4,13
Cs0.1FA0.85MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.85; 0.15,1,0.45; 2.55
FA0.95MA0.15PbBr0.45I2.5075,FA; MA,Pb,Br; I,0.95; 0.15,1,0.45; 2.5075
FA0.87MA0.13PbBr0.51I2.61,FA; MA,Pb,Br; I,0.87; 0.13,1,0.51; 2.61
Cs0.09FA0.58MA0.33PbBr0.65I2.35,Cs; FA; MA,Pb,Br; I,0.09; 0.58; 0.33,1,0.65; 2.35
Cs0.99Rb0.01PbBrI2,Cs; Rb,Pb,Br; I,0.99; 0.01,1,1; 2
Cs0.05FA0.83MA0.12PbBr0.36I2.64,Cs; FA; MA,Pb,Br; I,0.05; 0.83; 0.12,1,0.36; 2.64
Cs0.025FA0.7MA0.25Rb0.025PbI3,Cs; FA; MA; Rb,Pb,I,0.025; 0.7; 0.25; 0.025,1,3
Cs0.05FA0.79MA0.16PbBrI2,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,1; 2
(NMA)2MA39Pb40I121,(NMA); MA,Pb,I,2; 39,40,121
(NMA)2MA59Pb60I181,(NMA); MA,Pb,I,2; 59,60,181
Cs0.05FA0.81MA0.14PbBr0.42I2.58,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 0.14,1,0.42; 2.58
Cs0.1FA0.76MA0.14PbBr0.55I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.76; 0.14,1,0.55; 2.55
Cs0.05FA0.79MA0.16PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.39; 2.61
Cs0.05FA0.8MA0.15PbBr0.55I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.8; 0.15,1,0.55; 2.55
FA0.85MA0.15PbBr0.55I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.55; 2.55
Cs0.1FA0.75MA0.15PbBr0.55I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.75; 0.15,1,0.55; 2.55
Cs0.2FA0.65MA0.15PbBr0.55I2.55,Cs; FA; MA,Pb,Br; I,0.2; 0.65; 0.15,1,0.55; 2.55
FA0.8K0.05MA0.15PbBr0.55I2.55,FA; K; MA,Pb,Br; I,0.8; 0.05; 0.15,1,0.55; 2.55
FA0.75K0.1MA0.15PbBr0.55I2.55,FA; K; MA,Pb,Br; I,0.75; 0.1; 0.15,1,0.55; 2.55
FA0.65K0.2MA0.15PbBr0.55I2.55,FA; K; MA,Pb,Br; I,0.65; 0.2; 0.15,1,0.55; 2.55
Cs0.17FA0.75MA0.08PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.17; 0.75; 0.08,1,0.39; 2.61
Cs0.05FA0.81MA0.14PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 0.14,1,0.39; 2.61
Cs0.04FA0.80MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.04; 0.80; 0.16,1,0.51; 2.49
Cs0.05FA0.83MA0.12PbBr0.49I2.51,Cs; FA; MA,Pb,Br; I,0.05; 0.83; 0.12,1,0.49; 2.51
Cs0.05FA0.79MA0.16Pb1.1Br0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1.1,0.51; 2.49
FA0.026MA0.974PbI3,FA; MA,Pb,I,0.026; 0.974,1,3
FAMAPbBr0.45I2.55,FA; MA,Pb,Br; I,1,1,0.45; 2.55
MAMnI3,MA,Mn,I,1,1,3
FA0.48MA0.52PbI3,FA; MA,Pb,I,0.48; 0.52,1,3
Cs0.17FA0.83PbBrI2,Cs; FA,Pb,Br; I,0.17; 0.83,1,1; 2
MAFe0.1Pb0.9I3,MA,Fe; Pb,I,1,0.1; 0.9,3
Cs0.17FA0.83PbBr0.5I2.5,Cs; FA,Pb,Br; I,0.17; 0.83,1,0.5; 2.5
MAMn0.1Pb0.9I3,MA,Mn; Pb,I,1,0.1; 0.9,3
MANi0.1Pb0.9I3,MA,Ni; Pb,I,1,0.1; 0.9,3
MAIn0.05Pb0.95I3,MA,In; Pb,I,1,0.05; 0.95,3
MAIn0.10Pb0.90I3,MA,In; Pb,I,1,0.10; 0.90,3
MAIn0.15Pb0.85I3,MA,In; Pb,I,1,0.15; 0.85,3
MAIn0.20Pb0.80I3,MA,In; Pb,I,1,0.20; 0.80,3
MAIn0.25Pb0.75I3,MA,In; Pb,I,1,0.25; 0.75,3
Cs0.11MA0.89PbI3,Cs; MA,Pb,I,0.11; 0.89,1,3
Cs0.17MA0.83PbI3,Cs; MA,Pb,I,0.17; 0.83,1,3
Cs0.23MA0.77PbI3,Cs; MA,Pb,I,0.23; 0.77,1,3
Cs0.34MA0.66PbI3,Cs; MA,Pb,I,0.34; 0.66,1,3
Cs0.05FA0.93MA0.11PbBr0.40I2.6,Cs; FA; MA,Pb,Br; I,0.05; 0.93; 0.11,1,0.40; 2.6
AN0.03MA0.97PbI3,AN; MA,Pb,I,0.03; 0.97,1,3
AN0.015MA0.985PbI3,AN; MA,Pb,I,0.015; 0.985,1,3
AN0.06MA0.94PbI3,AN; MA,Pb,I,0.06; 0.94,1,3
AN0.09MA0.91PbI3,AN; MA,Pb,I,0.09; 0.91,1,3
AN0.5MA0.5PbI3,AN; MA,Pb,I,0.5; 0.5,1,3
(F3EA)0.12BA1.88MA3Pb4I13,(F3EA); BA; MA,Pb,I,0.12; 1.88; 3,4,13
(F3EA)0.04BA1.96MA3Pb4I13,(F3EA); BA; MA,Pb,I,0.04; 1.96; 3,4,13
(F3EA)0.2BA1.8MA3Pb4I13,(F3EA); BA; MA,Pb,I,0.2; 1.8; 3,4,13
FA0.8MA0.2PbBr0.22I,FA; MA,Pb,Br; I,0.8; 0.2,1,0.22; 1
FA0.6MA0.4PbBr0.4I2.6,FA; MA,Pb,Br; I,0.6; 0.4,1,0.4; 2.6
FA0.85MA0.15PbBr0.55I2.45,FA; MA,Pb,Br; I,0.85; 0.15,1,0.55; 2.45
Cs0.05FA0.83MA0.17PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.83; 0.17,1,0.45; 2.55
FA0.85MA0.15Pb1.0Br0.45I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1.0,0.45; 2.55
MAPb1.0I3,MA,Pb,I,1,1.0,3
CsBa0.03Pb0.97Br3,Cs,Ba; Pb,Br,1,0.03; 0.97,3
CsPb0.97Sr0.03Br3,Cs,Pb; Sr,Br,1,0.97; 0.03,3
CsCa0.03Pb0.97Br3,Cs,Ca; Pb,Br,1,0.03; 0.97,3
CsMg0.03Pb0.97Br3,Cs,Mg; Pb,Br,1,0.03; 0.97,3
CsFAPbBr0.3I2.7,Cs; FA,Pb,Br; I,1,1,0.3; 2.7
BDACs4Pb5Br4.8I11.2,BDA; Cs,Pb,Br; I,1; 4,5,4.8; 11.2
BDACs3Pb4Br3.9I9.1,BDA; Cs,Pb,Br; I,1; 3,4,3.9; 9.1
BDACs2Pb3Br3I7,BDA; Cs,Pb,Br; I,1; 2,3,3; 7
BDACsPb2Br2.1I4.9,BDA; Cs,Pb,Br; I,1; 1,2,2.1; 4.9
(PEA)2FA0.85MA0.15Pb2Br1.05I5.95,(PEA); FA; MA,Pb,Br; I,2; 0.85; 0.15,2,1.05; 5.95
Cs0.05FA0.82MA0.13PbBr0.13I2.87,Cs; FA; MA,Pb,Br; I,0.05; 0.82; 0.13,1,0.13; 2.87
FA0.3MA0.7Pb1.0I3,FA; MA,Pb,I,0.3; 0.7,1.0,3
(PBA)0.5BA1.5MA3Pb4I13,(PBA); BA; MA,Pb,I,0.5; 1.5; 3,4,13
(PBA)1.5BA0.5MA3Pb4I13,(PBA); BA; MA,Pb,I,1.5; 0.5; 3,4,13
(PBA)BAMA3Pb4I13,(PBA); BA; MA,Pb,I,1; 1; 3,4,13
(EDA)0.015FA0.29MA0.695Pb1.0I3,(EDA); FA; MA,Pb,I,0.015; 0.29; 0.695,1.0,3
(PBA)2MA3Pb4I13,(PBA); MA,Pb,I,2; 3,4,13
FA0.8MA0.2PbBr0.2I0.8,FA; MA,Pb,Br; I,0.8; 0.2,1,0.2; 0.8
MAPb1.0Br0.66I2.33,MA,Pb,Br; I,1,1.0,0.66; 2.33
MAPb1.0Br0.33I2.66,MA,Pb,Br; I,1,1.0,0.33; 2.66
MAPb1.0Br1.5I1.5,MA,Pb,Br; I,1,1.0,1.5; 1.5
MAPb1.0Br3,MA,Pb,Br,1,1.0,3
FA0.7MA0.3PbBr0.10I2.90,FA; MA,Pb,Br; I,0.7; 0.3,1,0.10; 2.90
(iPA)3PbI5,(iPA),Pb,I,3,1,5
(DMA)2PbI4,DiMA,Pb,I,2,1,4
(EDA)0.005FA0.3MA0.695Pb1.0I3,(EDA); FA; MA,Pb,I,0.005; 0.3; 0.695,1.0,3
(EDA)0.01FA0.29MA0.7Pb1.0I3,(EDA); FA; MA,Pb,I,0.01; 0.29; 0.7,1.0,3
(EDA)0.02FA0.29MA0.69Pb1.0I3,(EDA); FA; MA,Pb,I,0.02; 0.29; 0.69,1.0,3
(EDA)0.04FA0.29MA0.67Pb1.0I3,(EDA); FA; MA,Pb,I,0.04; 0.29; 0.67,1.0,3
(EDA)0.04FA0.28MA0.68Pb1.0I3,(EDA); FA; MA,Pb,I,0.04; 0.28; 0.68,1.0,3
MAPb1.0Br0.15I2.85,MA,Pb,Br; I,1,1.0,0.15; 2.85
MAPb1.0Br0.3I2.7,MA,Pb,Br; I,1,1.0,0.3; 2.7
MAPb1.0Br0.45I2.55,MA,Pb,Br; I,1,1.0,0.45; 2.55
MAPb1.0Br0.6I2.4,MA,Pb,Br; I,1,1.0,0.6; 2.4
Cs0.05FA0.79MA0.160Pb1.0Br0.3I2.7,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.160,1.0,0.3; 2.7
Cs0.05FA0.79MA0.16Pb1.0Br0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1.0,0.51; 2.49
FA0.75MA0.25Sn1.0I3,FA; MA,Sn,I,0.75; 0.25,1.0,3
Cs0.1FA0.1MA0.8Pb1.0I3,Cs; FA; MA,Pb,I,0.1; 0.1; 0.8,1.0,3
FAPb1.0I3,FA,Pb,I,1,1.0,3
FA0.8MA0.2Pb1.0I3,FA; MA,Pb,I,0.8; 0.2,1.0,3
FA0.6MA0.4Pb1.0I3,FA; MA,Pb,I,0.6; 0.4,1.0,3
FA0.4MA0.6Pb1.0I3,FA; MA,Pb,I,0.4; 0.6,1.0,3
FA0.2MA0.8Pb1.0I3,FA; MA,Pb,I,0.2; 0.8,1.0,3
CsPb1.0Br3,Cs,Pb,Br,1,1.0,3
(1.3-Pr(NH3)2)0.5Pb1.0I3,(1.3-Pr(NH3)2),Pb,I,0.5,1.0,3
MAPb1.0Cl3,MA,Pb,Cl,1,1.0,3
MAPb1.0BrI2,MA,Pb,Br; I,1,1.0,1; 2
MAPb1.0ClI2,MA,Pb,Cl; I,1,1.0,1; 2
FA0.85MA0.15Pb1.0Br0.15I0.85,FA; MA,Pb,Br; I,0.85; 0.15,1.0,0.15; 0.85
BA2MA3Pb4.0I13,BA; MA,Pb,I,2; 3,4.0,13
CsPb1.0BrI2,Cs,Pb,Br; I,1,1.0,1; 2
FA0.1MA0.9Pb1.0I3,FA; MA,Pb,I,0.1; 0.9,1.0,3
CsPb1.0Br1.2I1.8,Cs,Pb,Br; I,1,1.0,1.2; 1.8
CsPb1.0Br1.5I1.5,Cs,Pb,Br; I,1,1.0,1.5; 1.5
CsPb1.0Br1.8I1.2,Cs,Pb,Br; I,1,1.0,1.8; 1.2
FASn1.0I3,FA,Sn,I,1,1.0,3
Cs0.08FA0.81MA0.12PbBr0.35I2.65,Cs; FA; MA,Pb,Br; I,0.08; 0.81; 0.12,1,0.35; 2.65
Cs0.25FA0.75Pb0.6Sn0.4I3,Cs; FA,Pb; Sn,I,0.25; 0.75,0.6; 0.4,3
MASbI2,MA,Sb,I,1,1,2
CsPbBr0.3I2.7,Cs,Pb,Br; I,1,1,0.3; 2.7
MAPb0.99I3,MA,Pb,I,1,0.99,3
MAPb0.97I3,MA,Pb,I,1,0.97,3
MAPb0.95I3,MA,Pb,I,1,0.95,3
MAPb0.93I3,MA,Pb,I,1,0.93,3
MA3BiI2,MA,Bi,I,3,1,2
MABiI3,MA,Bi,I,1,1,3
(PyEA)2MA8Pb9I28,(PyEA); MA,Pb,I,2; 8,9,28
Cs0.05FA0.85MA0.1PbBr3.0,Cs; FA; MA,Pb,Br,0.05; 0.85; 0.1,1,3.0
Cs0.1FA0.83MA0.17PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.1; 0.83; 0.17,1,0.51; 2.49
FA0.95MA0.05PbBr01.51I2.85,FA; MA,Pb,Br; I,0.95; 0.05,1,01.51; 2.85
(DMA)0.025MA0.975PbI3,(DMA); MA,Pb,I,0.025; 0.975,1,3
(DMA)0.05MA0.95PbI3,(DMA); MA,Pb,I,0.05; 0.95,1,3
(DMA)0.075MA0.925PbI3,(DMA); MA,Pb,I,0.075; 0.925,1,3
(DMA)0.1MA0.9PbI3,(DMA); MA,Pb,I,0.1; 0.9,1,3
(PEA)2MAPb2I4,(PEA); MA,Pb,I,2,2,4
Cs0.05FA0.81MA0.11PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 0.11,1,0.45; 2.55
(4FPEA)2MA4Pb5I16,(4FPEA); MA,Pb,I,2; 4,5,16
Cs0.17FA083PbBr0.6I0.24,Cs; FA,Pb,Br; I,0.17; 083,1,0.6; 0.24
Cs0.05FA0.81MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 0.15,1,0.45; 2.55
Cs0.02FA0.83MA0.17PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.02; 0.83; 0.17,1,0.51; 2.49
Cs0.06FA0.79MA0.15PbBr1.8I1.2,Cs; FA; MA,Pb,Br; I,0.06; 0.79; 0.15,1,1.8; 1.2
FA0.3MA0.7PbBr0.45I2.55,FA; MA,Pb,Br; I,0.3; 0.7,1,0.45; 2.55
Cs0.05FA0.79MA0.16PbBr0.52I2.48,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.52; 2.48
Cs0.05FA0.79MA0.16Pb0.916Sn0.084Br0.52I2.48,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.79; 0.16,0.916; 0.084,0.52; 2.48
Cs0.05FA0.79MA0.16Pb0.832Sn0.168Br0.52I2.48,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.79; 0.16,0.832; 0.168,0.52; 2.48
Cs0.05FA0.79MA0.16Pb0.748Sn0.252Br0.52I2.48,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.79; 0.16,0.748; 0.252,0.52; 2.48
Cs0.05FA0.79MA0.16Pb0.664Sn0.336Br0.52I2.48,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.79; 0.16,0.664; 0.336,0.52; 2.48
Cs0.05FA0.79MA0.16Pb0.58Sn0.42Br0.52I2.48,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.79; 0.16,0.58; 0.42,0.52; 2.48
Cs0.05FA0.79MA0.16Pb0.84Sn0.84Br0.52I2.48,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.79; 0.16,0.84; 0.84,0.52; 2.48
Cs0.1MA0.9PbBrI2,Cs; MA,Pb,Br; I,0.1; 0.9,1,1; 2
Cs0.05FA0.83MA0.17PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.05; 0.83; 0.17,1,0.39; 2.61
CsPbBr0.2I2.8,Cs,Pb,Br; I,1,1,0.2; 2.8
CsPbBr3I,Cs,Pb,Br; I,1,1,3
(Cl-PEA)2MA3Pb4I13,(Cl-PEA); MA,Pb,I,2; 3,4,13
Cs0.1FA0.135MA0.765PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.135; 0.765,1,0.45; 2.55
Cs0.05FA0.94MA0.01PbBr0.03I2.97,Cs; FA; MA,Pb,Br; I,0.05; 0.94; 0.01,1,0.03; 2.97
Cs0.05FA0.875MA0.075PbBr0.225I2.775,Cs; FA; MA,Pb,Br; I,0.05; 0.875; 0.075,1,0.225; 2.775
Cs0.1FA0.747MA0.153PbBr0.17I0.83,Cs; FA; MA,Pb,Br; I,0.1; 0.747; 0.153,1,0.17; 0.83
FA0.97MA0.03PbBr2.91I0.09,FA; MA,Pb,Br; I,0.97; 0.03,1,2.91; 0.09
Cs0.05FA0.7885MA0.1615PbBr0.1I0.9,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,0.1; 0.9
CsMAPbI3,Cs; MA,Pb,I,1,1,3
Cs0.175FA0.750MA0.075PbBr0.36I2.64,Cs; FA; MA,Pb,Br; I,0.175; 0.750; 0.075,1,0.36; 2.64
BA2Cs0.2FA0.6MA3.2Pb5I16,BA; Cs; FA; MA,Pb,I,2; 0.2; 0.6; 3.2,5,16
(ThMA)MA4Pb5I16,(ThMA); MA,Pb,I,1; 4,5,16
Cs0.02FA0.37MA0.61PbBr0.04I2.96,Cs; FA; MA,Pb,Br; I,0.02; 0.37; 0.61,1,0.04; 2.96
Aa0.05MA0.95PbI3,Aa; MA,Pb,I,0.05; 0.95,1,3
CsPb0.6Sn0.4I3,Cs,Pb; Sn,I,1,0.6; 0.4,3
Cs0.12FA0.88PbBr0.36I2.54,Cs; FA,Pb,Br; I,0.12; 0.88,1,0.36; 2.54
Cs0.1FA0.81MA0.09PbBr0.17I2.83,Cs; FA; MA,Pb,Br; I,0.1; 0.81; 0.09,1,0.17; 2.83
Cs0.1FA0.75MA0.15PbBr1.5I1.5,Cs; FA; MA,Pb,Br; I,0.1; 0.75; 0.15,1,1.5; 1.5
Cs2FAnanPbI3,Cs; FA; nan,Pb,I,2,1,3
MAPb(Br0.7I0.3)xCl3-x,MA,Pb,Br; I,1,1,2.1; 0.9
Cs0.05FA0.95MAPbI3,Cs; FA; MA,Pb,I,0.05; 0.95; 1,1,3
Cs0.05FA0.55MA0.4PbBr0.12I2.88,Cs; FA; MA,Pb,Br; I,0.05; 0.55; 0.4,1,2.88; 0.12
SrTiO3,Sr,Ti,O,1,1,3
MAPbI3-xClx,MA,Pb,I,1,1,3
(PDMA)PbI4,(PDMA),Pb,I,1,1,4
